,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
1007,2020-09-03,2020,Tenet,Action,Live Action,Science Fiction,224000000,45100000,262260000,307360000.0,September
1008,2020-01-24,2020,The Gentlemen,Action,Live Action,Contemporary Fiction,22000000,36471796,75407269,111879065.0,January
1009,2020-02-14,2020,Fantasy Island,Horror,Live Action,Contemporary Fiction,7000000,26441782,26651991,53093773.0,February
1010,2020-01-10,2020,Like a Boss,Comedy,Live Action,Contemporary Fiction,29000000,22169514,4385281,26554795.0,January
1011,2020-08-28,2020,The New Mutants,Horror,Live Action,Super Hero,67000000,21500061,21000000,42500061.0,August
1012,2020-01-03,2020,The Grudge,Horror,Live Action,Contemporary Fiction,10000000,21216148,28287117,49503265.0,January
1013,2020-02-14,2020,The Photograph,Drama,Live Action,Contemporary Fiction,15000000,20578185,126196,20704381.0,February
1014,2020-08-14,2020,Unhinged,Thriller/Suspense,Live Action,Contemporary Fiction,33000000,18693385,10471592,29164977.0,August
1015,2020-01-10,2020,Underwater,Thriller/Suspense,Live Action,Science Fiction,65000000,17291078,21903186,39194264.0,January
1016,2020-01-24,2020,The Turning,Horror,Live Action,Contemporary Fiction,12000000,15472775,3000000,18472775.0,January
1017,2020-01-31,2020,Gretel & Hansel,Horror,Live Action,Historical Fiction,5000000,15347654,6113706,21461360.0,January
1018,2020-03-06,2020,The Way Back,Drama,Live Action,Contemporary Fiction,23000000,13590514,972895,14563409.0,March
1019,2020-02-26,2020,Boku no HÄ«rÅ Akademia The Movie HÄ«…,Adventure,Digital Animation,Super Hero,0,13553826,16332524,29886350.0,February
1020,2020-02-21,2020,Brahms: The Boy II,Horror,Live Action,Contemporary Fiction,10000000,12611536,6364941,18976477.0,February
1021,2020-02-21,2020,Impractical Jokers: The Movie,Comedy,Live Action,Contemporary Fiction,0,10466091,0,10466091.0,February
1022,2020-03-13,2020,I Still Believe,Drama,Live Action,Dramatization,0,10410004,5505019,15915023.0,March
1023,2020-02-21,2020,Emma.,Drama,Live Action,Historical Fiction,0,10055355,15609944,25665299.0,February
1024,2020-03-13,2020,Bloodshot,Action,Live Action,Super Hero,0,10021787,27295502,37317289.0,March
1025,2020-02-14,2020,Downhill,Drama,Live Action,Contemporary Fiction,0,8287061,640113,8927174.0,February
1026,2020-01-15,2020,Tenki no Ko,Drama,Digital Animation,Contemporary Fiction,0,7798703,182157356,189956059.0,January
1027,2020-03-13,2020,The Hunt,Thriller/Suspense,Live Action,Contemporary Fiction,18200000,5812500,9880858,15693358.0,March
1028,2020-01-31,2020,The Rhythm Section,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,5437971,545072,5983043.0,January
1029,2020-08-14,2020,The SpongeBob Movie: Sponge on the Run,Adventure,Digital Animation,Kids Fiction,0,4599790,0,4599790.0,August
1030,2020-09-11,2020,The Broken Hearts Gallery,Romantic Comedy,Live Action,Contemporary Fiction,0,3857336,624686,4482022.0,September
1031,2020-02-14,2020,Portrait de la jeune fille en feu,Drama,Live Action,Historical Fiction,5360529,3759854,5541677,9301531.0,February
1032,2020-09-18,2020,Infidel,Thriller/Suspense,Live Action,Contemporary Fiction,0,3679389,0,3679389.0,September
1033,2020-08-28,2020,Bill & Ted Face the Music,Comedy,Live Action,Science Fiction,25000000,3349319,2278327,5627646.0,August
1034,2020-01-29,2020,2020 Oscar Shorts,Multiple Genres,Multiple Production Methods,Multiple Creative Types,0,3304748,0,3304748.0,January
1035,2020-02-21,2020,Las Pildoras De Mi Novio,Romantic Comedy,Live Action,Contemporary Fiction,0,2971116,3311685,6282801.0,February
1036,2020-01-24,2020,The Last Full Measure,Drama,Live Action,Dramatization,20000000,2949212,371899,3321111.0,January
1037,2020-08-21,2020,Words on Bathroom Walls,Drama,Live Action,Contemporary Fiction,9300000,2478907,0,2478907.0,August
1038,2020-02-07,2020,The Lodge,Horror,Live Action,Contemporary Fiction,0,2138907,951806,3090713.0,February
1039,2020-08-28,2020,The Personal History of David Copperf…,Drama,Live Action,Dramatization,15600000,1865133,10455446,12320579.0,August
1040,2020-05-01,2020,The Wretched,Horror,Live Action,Contemporary Fiction,66000,1815440,1859389,3674829.0,May
1041,2020-07-24,2020,The Rental,Thriller/Suspense,Live Action,Contemporary Fiction,0,1635345,350906,1986251.0,July
1042,2020-09-11,2020,After We Collided,Drama,Live Action,Contemporary Fiction,0,1199425,32542945,33742370.0,September
1043,2020-08-07,2020,Ban-do,Horror,Live Action,Science Fiction,16000000,1169697,31655147,32824844.0,August
1044,2020-02-29,2020,Met Opera â Agrippina,Concert/Performance,Live Action,Historical Fiction,0,1150000,292512,1442512.0,February
1045,2020-01-31,2020,The Assistant,Drama,Live Action,Contemporary Fiction,1780000,1100310,240093,1340403.0,January
1046,2020-10-09,2020,The War with Grandpa,Comedy,Live Action,Contemporary Fiction,0,1075000,1381220,2456220.0,October
1047,2020-07-03,2020,Relic,Thriller/Suspense,Live Action,Contemporary Fiction,0,1047083,407611,1454694.0,July
1048,2020-06-05,2020,Becky,Thriller/Suspense,Live Action,Contemporary Fiction,0,1002852,59111,1061963.0,June
1049,2020-09-24,2020,Beureikeu deo sa illeonseu,Documentary,Live Action,Factual,0,1000000,9406037,10406037.0,September
1050,2020-08-07,2020,The Tax Collector,Action,Live Action,Contemporary Fiction,30000000,942666,0,942666.0,August
1051,2020-01-11,2020,Met Opera: Wozzeck,Concert/Performance,Live Action,Historical Fiction,0,863000,166603,1029603.0,January
1052,2020-01-10,2020,Sarileru Neekevvaru,Action,Live Action,Contemporary Fiction,0,821000,359409,1180409.0,January
1053,2020-07-31,2020,Cut Throat City,Drama,Live Action,Historical Fiction,8000000,816188,8903,825091.0,July
1054,2020-01-24,2020,Color Out of Space,Horror,Live Action,Science Fiction,0,765561,285995,1051556.0,January
1055,2020-03-06,2020,Baaghi 3,Action,Live Action,Contemporary Fiction,0,721439,572100,1293539.0,March
1056,2020-09-25,2020,Shortcut,Horror,Live Action,Science Fiction,0,652975,0,652975.0,September
1057,2020-01-10,2020,Chhapaak,Drama,Live Action,Dramatization,0,604334,318323,922657.0,January
1058,2020-09-25,2020,The Last Shift,Comedy,Live Action,Contemporary Fiction,0,587605,0,587605.0,September
1059,2020-01-24,2020,Panga,Drama,Live Action,Contemporary Fiction,0,582720,143345,726065.0,January
1060,2020-06-19,2020,Followed,Horror,Live Action,Contemporary Fiction,0,538179,0,538179.0,June
1061,2020-07-24,2020,The Big Ugly,Action,Live Action,Contemporary Fiction,0,514107,1292,515399.0,July
1062,2020-02-21,2020,CatVideoFest,Documentary,Live Action,Multiple Creative Types,0,478775,35370,514145.0,February
1063,2020-09-25,2020,Kajillionaire,Drama,Live Action,Contemporary Fiction,0,453705,0,453705.0,September
1064,2020-02-21,2020,Once Were Brothers: Robbie Robertson …,Documentary,Live Action,Factual,0,449561,107122,556683.0,February
1065,2020-02-21,2020,Seberg,Thriller/Suspense,Live Action,Dramatization,8000000,448009,404093,852102.0,February
1066,2020-06-12,2020,Infamous,Action,Live Action,Contemporary Fiction,0,429148,0,429148.0,June
1067,2020-09-18,2020,Alone,Thriller/Suspense,Live Action,Contemporary Fiction,0,428111,27025,455136.0,September
1068,2020-08-21,2020,Tulsa,Comedy,Live Action,Contemporary Fiction,0,380466,0,380466.0,August
1069,2020-09-25,2020,Ava,Action,Live Action,Contemporary Fiction,0,377037,1721097,2098134.0,September
1070,2020-10-02,2020,Possessor,Thriller/Suspense,Live Action,Science Fiction,0,366355,0,366355.0,October
1071,2020-02-28,2020,Greed,Comedy,Live Action,Contemporary Fiction,0,355308,1062148,1417456.0,February
1072,2020-02-19,2020,"Kimi to, nami ni noretara",Comedy,Digital Animation,Contemporary Fiction,0,332432,3669430,4001862.0,February
1073,2020-01-10,2020,Les misÃ©rables,Drama,Live Action,Dramatization,0,330181,18461209,18791390.0,January
1074,2020-02-14,2020,Ordinary Love,Drama,Live Action,Contemporary Fiction,0,323688,376138,699826.0,February
1075,2020-01-31,2020,Il Traditore,Drama,Live Action,Dramatization,0,296027,8578283,8874310.0,January
1076,2020-01-31,2020,Created Equal: Clarence Thomas in His…,Documentary,Live Action,Factual,0,282149,0,282149.0,January
1077,2020-02-14,2020,"Mafia, Inc.",Drama,Live Action,Contemporary Fiction,0,264552,0,264552.0,February
1078,2020-09-16,2020,The Secrets We Keep,Thriller/Suspense,Live Action,Historical Fiction,0,231119,19229,250348.0,September
1080,2020-10-02,2020,Save Yourselves!,Comedy,Live Action,Science Fiction,0,206610,0,206610.0,October
1081,2020-01-29,2020,Dylda,Drama,Live Action,Historical Fiction,0,196258,1333549,1529807.0,January
1082,2020-02-12,2020,The Doors: Break on Thru â A Celebr…,Documentary,Live Action,Factual,0,186920,0,186920.0,February
1083,2020-02-07,2020,And Then We Danced,Drama,Live Action,Contemporary Fiction,0,177262,403039,580301.0,February
1084,2020-03-06,2020,Extra Ordinary,Horror,Live Action,Contemporary Fiction,0,164346,59367,223713.0,March
1085,2020-09-18,2020,Follow Me,Horror,Live Action,Contemporary Fiction,0,149458,2676027,2825485.0,September
1086,2020-03-06,2020,The Burnt Orange Heresy,Thriller/Suspense,Live Action,Contemporary Fiction,0,144201,349235,493436.0,March
1087,2020-10-01,2020,Jiang Ziya,Adventure,Digital Animation,Kids Fiction,0,143937,206093894,206237831.0,October
1088,2020-02-28,2020,Wendy,Drama,Live Action,Fantasy,0,143518,1776,145294.0,February
1089,2020-01-31,2020,Incitement,Thriller/Suspense,Live Action,Dramatization,0,140306,0,140306.0,January
1090,2020-07-10,2020,Archive,Drama,Live Action,Science Fiction,0,139593,85235,224828.0,July
1091,2020-02-28,2020,Burden,Drama,Live Action,Dramatization,0,139270,300609,439879.0,February
1092,2020-03-06,2020,Beneath Us,Horror,Live Action,Contemporary Fiction,0,137260,0,137260.0,March
1093,2020-09-18,2020,The Nest,Drama,Live Action,Historical Fiction,0,135163,159941,295104.0,September
1094,2020-02-14,2020,The Times of Bill Cunningham,Documentary,Live Action,Factual,0,134288,0,134288.0,February
1095,2020-02-28,2020,Saint Frances,Multiple Genres,Live Action,Contemporary Fiction,0,127275,14923,142198.0,February
1096,2020-02-14,2020,Corpus Christi,Drama,Live Action,Contemporary Fiction,0,127240,8719559,8846799.0,February
1097,2020-01-24,2020,Namsaneui Bujangdeul,Thriller/Suspense,Live Action,Contemporary Fiction,0,113527,34843440,34956967.0,January
1098,2020-03-06,2020,Hope Gap,Drama,Live Action,Contemporary Fiction,0,104732,573357,678089.0,March
1099,2020-08-07,2020,Made in Italy,Drama,Live Action,Contemporary Fiction,0,101339,1572358,1673697.0,August
1785,2011-06-10,2011,You Got Served: Beat The World,Drama,Live Action,Contemporary Fiction,10000000,0,1230542,1230542.0,June
1786,2011-06-24,2011,A Better Life,Drama,Live Action,Contemporary Fiction,10000000,1759252,124999,1884251.0,June
1787,2011-02-11,2011,Cedar Rapids,Comedy,Live Action,Contemporary Fiction,10000000,6861102,1001029,7862131.0,February
1788,2010-02-01,2010,Blood Done Sign My Name,Drama,Live Action,Dramatization,10000000,109383,0,109383.0,February
1789,2010-05-21,2010,MacGruber,Comedy,Live Action,Contemporary Fiction,10000000,8525600,104295,8629895.0,May
1790,2011-09-13,2011,"Jeff, Who Lives at Home",Comedy,Live Action,Contemporary Fiction,10000000,4269426,438701,4708127.0,September
1791,2011-09-09,2011,Bucky Larson: Born to Be a Star,Comedy,Live Action,Contemporary Fiction,10000000,2529395,0,2529395.0,September
1792,2010-10-29,2010,Welcome to the Rileys,Drama,Live Action,Contemporary Fiction,10000000,152857,203062,355919.0,October
1793,2011-02-14,2011,Coriolanus,Drama,Live Action,Historical Fiction,10000000,749641,1429982,2179623.0,February
1794,2010-05-07,2010,It's a Wonderful Afterlife,Comedy,Live Action,Contemporary Fiction,10000000,0,1642939,1642939.0,May
1796,2010-05-15,2010,The Reef,Thriller/Suspense,Live Action,Dramatization,10000000,0,15037867,15037867.0,May
1797,2010-11-11,2010,Skyline,Thriller/Suspense,Live Action,Science Fiction,10000000,21416355,46848618,68264973.0,November
1798,2019-10-25,2019,Housefull,Romantic Comedy,Live Action,Contemporary Fiction,10100000,1183658,17542642,18726300.0,October
1799,2010-09-13,2010,Brighton Rock,Drama,Live Action,Historical Fiction,11000000,229653,0,229653.0,September
1800,2012-04-20,2012,Darling Companion,Comedy,Live Action,Contemporary Fiction,12000000,793352,406994,1200346.0,April
1801,2011-03-10,2011,Kill the Irishman,Drama,Live Action,Historical Fiction,12000000,1188194,0,1188194.0,March
1802,2010-09-11,2010,Conviction,Drama,Live Action,Dramatization,12500000,6797696,5029284,11826980.0,September
1803,2010-09-16,2010,Casino Jack,Thriller/Suspense,Live Action,Historical Fiction,12500000,2039869,232317,2272186.0,September
1804,2011-02-03,2011,A Little Bit of Heaven,Romantic Comedy,Live Action,Contemporary Fiction,12500000,10011,1090276,1100287.0,February
1806,2012-09-20,2012,The Perks of Being a Wallflower,Drama,Live Action,Contemporary Fiction,13000000,17742948,15326355,33069303.0,September
1807,2010-02-19,2010,The Killer Inside Me,Drama,Live Action,Contemporary Fiction,13000000,217277,3400000,3617277.0,February
1809,2010-12-29,2010,The Last Godfather,Comedy,Live Action,Historical Fiction,13400000,164247,0,164247.0,December
1810,2010-08-06,2010,Flipped,Romantic Comedy,Live Action,Historical Fiction,14000000,1755212,2534781,4289993.0,August
1811,2010-03-12,2010,Our Family Wedding,Comedy,Live Action,Contemporary Fiction,14000000,20255281,1155265,21410546.0,March
1812,2010-09-16,2010,Elle s'appelait Sarah,Drama,Live Action,Contemporary Fiction,14500000,7691700,17788331,25480031.0,September
1813,2010-05-23,2010,You Will Meet a Tall Dark Stranger,Drama,Live Action,Contemporary Fiction,15000000,3247816,31000000,34247816.0,May
1814,2010-12-22,2010,Country Strong,Drama,Live Action,Contemporary Fiction,15000000,20218921,383066,20601987.0,December
1815,2011-09-16,2011,Winnie Mandela,Drama,Live Action,Dramatization,15000000,61847,0,61847.0,September
1816,2010-09-15,2010,Never Let Me Go,Drama,Live Action,Science Fiction,15000000,2434652,8739066,11173718.0,September
1817,2010-09-06,2010,The King’s Speech,Drama,Live Action,Dramatization,15000000,138797449,292023719,430821168.0,September
1818,2010-07-23,2010,Ramona and Beezus,Adventure,Live Action,Kids Fiction,15000000,26167002,1302619,27469621.0,July
1819,2010-02-15,2010,Centurion,Action,Live Action,Historical Fiction,15000000,123570,7761478,7885048.0,February
1821,2010-03-12,2010,Remember Me,Drama,Live Action,Contemporary Fiction,16000000,19068240,37437880,56506120.0,March
1822,2010-02-16,2010,L'illusionniste,Adventure,Hand Animation,Historical Fiction,17000000,2231474,6378475,8609949.0,February
1823,2010-08-20,2010,Lottery Ticket,Comedy,Live Action,Contemporary Fiction,17000000,24719879,0,24719879.0,August
1825,2010-10-11,2010,Carlos,Drama,Live Action,Dramatization,18000000,145526,1473627,1619153.0,October
1827,2010-11-05,2010,127 Hours,Drama,Live Action,Dramatization,18000000,18335230,41881941,60217171.0,November
1828,2011-03-04,2011,Take Me Home Tonight,Comedy,Live Action,Historical Fiction,19000000,6928068,648536,7576604.0,March
1829,2010-10-01,2010,Let Me In,Thriller/Suspense,Live Action,Fantasy,20000000,12134935,16135464,28270399.0,October
1830,2011-07-01,2011,Monte Carlo,Romantic Comedy,Live Action,Contemporary Fiction,20000000,23186769,16500000,39686769.0,July
1831,2010-12-10,2010,The Tempest,Drama,Live Action,Historical Fiction,20000000,277943,0,277943.0,December
1832,2011-03-16,2011,Dylan Dog: Dead of Night,Horror,Live Action,Fantasy,20000000,1186538,4907187,6093725.0,March
1834,2010-09-17,2010,Alpha and Omega 3D,Adventure,Digital Animation,Kids Fiction,20000000,25107267,23851086,48958353.0,September
1835,2012-08-29,2012,The Oogieloves in the BIG Balloon Adventure,Adventure,Live Action,Kids Fiction,20000000,1065907,0,1065907.0,August
1836,2010-09-24,2010,You Again,Comedy,Live Action,Contemporary Fiction,20000000,25702053,7136892,32838945.0,September
1837,2010-12-03,2010,All Good Things,Drama,Live Action,Contemporary Fiction,20000000,582024,291593,873617.0,December
1838,2011-09-30,2011,What's Your Number?,Romantic Comedy,Live Action,Contemporary Fiction,20000000,14011084,16152701,30163785.0,September
1839,2011-02-11,2011,The Beaver,Comedy,Live Action,Contemporary Fiction,21000000,970816,4075222,5046038.0,February
1841,2010-07-16,2010,Kari gurashi no Arietti,Adventure,Hand Animation,Kids Fiction,23000000,19192510,132303587,151496097.0,July
1842,2010-08-20,2010,Piranha 3D,Horror,Live Action,Science Fiction,24000000,25003155,58657005,83660160.0,August
1843,2011-09-16,2011,Straw Dogs,Thriller/Suspense,Live Action,Contemporary Fiction,25000000,10324441,929380,11253821.0,September
