,title,production_year,budget,dom_gross,int_gross,creative_type,prod_method,genre
637,Knowing,2009,50000000,79957634,106492683,Contemporary Fiction,Live Action,Thriller/Suspense
638,The International,2009,50000000,25450527,28400000,Contemporary Fiction,Live Action,Thriller/Suspense
639,The Boat That Rocked,2009,50000000,8017467,29455184,Historical Fiction,Live Action,Comedy
640,Outlander,2009,50000000,166003,1084614,Science Fiction,Live Action,Adventure
641,The Twilight Saga: New Moon,2009,50000000,296623634,390934093,Fantasy,Live Action,Drama
642,Gamer,2009,50000000,20534907,21467122,Science Fiction,Live Action,Action
643,Ninja Assassin,2009,50000000,38122883,24087009,Contemporary Fiction,Live Action,Action
644,Marmaduke,2009,50000000,33644788,56251142,Kids Fiction,Animation/Live Action,Adventure
645,Valentine's Day,2009,52000000,110485654,107083674,Contemporary Fiction,Live Action,Romantic Comedy
646,From Paris With Love,2009,52000000,24077427,29061741,Contemporary Fiction,Live Action,Thriller/Suspense
647,Law Abiding Citizen,2009,53000000,73357727,57802054,Contemporary Fiction,Live Action,Thriller/Suspense
648,Imagine That,2009,55000000,16222392,0,Contemporary Fiction,Live Action,Adventure
649,Red Tails,2009,58000000,49876377,489121,Historical Fiction,Live Action,Action
650,Did You Hear About the Morgans?,2009,58000000,29580087,50900479,Contemporary Fiction,Live Action,Romantic Comedy
651,The Soloist,2009,60000000,31853584,6668866,Dramatization,Live Action,Drama
652,Year One,2009,60000000,43337279,14267444,Historical Fiction,Live Action,Comedy
653,State of Play,2009,60000000,37017955,51814255,Contemporary Fiction,Live Action,Thriller/Suspense
654,Duplicity,2009,60000000,40572825,40506741,Contemporary Fiction,Live Action,Thriller/Suspense
655,Inkheart,2009,60000000,17303424,49352514,Fantasy,Live Action,Adventure
656,Planet 51,2009,60000000,42194060,66802053,Science Fiction,Digital Animation,Adventure
657,Couples Retreat,2009,60000000,109205660,63244763,Contemporary Fiction,Live Action,Comedy
658,Michael Jackson's This Is It,2009,60000000,72091016,180000000,Factual,Live Action,Documentary
659,Invictus,2009,60000000,37491364,87022647,Dramatization,Live Action,Drama
660,Coraline,2009,60000000,75286229,50750828,Kids Fiction,Stop-Motion Animation,Adventure
661,Astro Boy,2009,65000000,19551067,22085176,Super Hero,Digital Animation,Adventure
662,Alvin and the Chipmunks: The Squeakquel,2009,70000000,219614612,223868601,Kids Fiction,Animation/Live Action,Adventure
663,Agora,2009,70000000,619423,38372869,Historical Fiction,Live Action,Drama
664,Inglourious Basterds,2009,70000000,120774594,196140670,Historical Fiction,Live Action,Action
665,Funny People,2009,72500000,51855045,20025260,Contemporary Fiction,Live Action,Comedy
666,Killers,2009,75000000,47059963,48512786,Contemporary Fiction,Live Action,Action
667,Surrogates,2009,80000000,38577772,81090578,Science Fiction,Live Action,Action
668,Shutter Island,2009,80000000,128012934,171448848,Historical Fiction,Live Action,Thriller/Suspense
669,Nine,2009,80000000,19676965,33831893,Contemporary Fiction,Live Action,Musical
670,It’s Complicated,2009,85000000,112735375,111879369,Contemporary Fiction,Live Action,Romantic Comedy
671,Fast & Furious,2009,85000000,155064265,208000000,Contemporary Fiction,Live Action,Action
672,Ice Age: Dawn of the Dinosaurs,2009,90000000,196573705,663128152,Kids Fiction,Digital Animation,Adventure
673,Sherlock Holmes,2009,90000000,209028679,289409533,Historical Fiction,Live Action,Adventure
674,The Lovely Bones,2009,95000000,44114232,50780216,Contemporary Fiction,Live Action,Drama
675,Cloudy with a Chance of Meatballs,2009,100000000,124870275,111957402,Kids Fiction,Digital Animation,Adventure
676,Land of the Lost,2009,100000000,49438370,20110271,Fantasy,Live Action,Comedy
677,Where the Wild Things Are,2009,100000000,77233467,21890189,Fantasy,Live Action,Adventure
678,Public Enemies,2009,102500000,97104620,115178089,Dramatization,Live Action,Drama
679,The Princess and the Frog,2009,105000000,104400899,166596479,Kids Fiction,Hand Animation,Adventure
680,The Taking of Pelham 123,2009,110000000,65452312,86912058,Contemporary Fiction,Live Action,Action
681,Watchmen,2009,138000000,107509799,79466451,Super Hero,Live Action,Action
682,Star Trek,2009,140000000,257730019,129109595,Science Fiction,Live Action,Adventure
683,Night at the Museum: Battle of the Smithsonian,2009,150000000,177243721,224987342,Fantasy,Live Action,Adventure
684,X-Men Origins: Wolverine,2009,150000000,179883157,194942603,Super Hero,Live Action,Action
685,Angels & Demons,2009,150000000,133375846,357500000,Contemporary Fiction,Live Action,Thriller/Suspense
686,G-Force,2009,150000000,119436770,173381071,Kids Fiction,Animation/Live Action,Adventure
687,Monsters vs. Aliens,2009,175000000,198351526,183335854,Kids Fiction,Digital Animation,Adventure
688,Up,2009,175000000,293004164,438459213,Fantasy,Digital Animation,Adventure
689,G.I. Joe: The Rise of Cobra,2009,175000000,150201498,152267519,Contemporary Fiction,Animation/Live Action,Action
690,Disney’s A Christmas Carol,2009,190000000,137855863,177853834,Fantasy,Digital Animation,Drama
691,2012,2009,200000000,166112167,622296372,Science Fiction,Live Action,Action
692,Terminator Salvation,2009,200000000,125322469,240169323,Science Fiction,Live Action,Action
693,Transformers: Revenge of the Fallen,2009,210000000,402111870,434407829,Science Fiction,Animation/Live Action,Action
694,Harry Potter and the Half-Blood Prince,2009,250000000,302089278,633124489,Fantasy,Animation/Live Action,Adventure
695,Avatar,2009,425000000,760507625,2015837654,Science Fiction,Animation/Live Action,Action
696,You Got Served: Beat The World,2010,10000000,0,1230542,Contemporary Fiction,Live Action,Drama
697,A Better Life,2010,10000000,1759252,124999,Contemporary Fiction,Live Action,Drama
698,Cedar Rapids,2010,10000000,6861102,1001029,Contemporary Fiction,Live Action,Comedy
699,Blood Done Sign My Name,2010,10000000,109383,0,Dramatization,Live Action,Drama
700,MacGruber,2010,10000000,8525600,104295,,Live Action,Comedy
701,"Jeff, Who Lives at Home",2010,10000000,4269426,438701,Contemporary Fiction,Live Action,Comedy
702,Devil,2010,10000000,33679655,29674459,Fantasy,Live Action,Horror
703,Bucky Larson: Born to Be a Star,2010,10000000,2529395,0,Contemporary Fiction,Live Action,Comedy
704,Welcome to the Rileys,2010,10000000,152857,203062,Contemporary Fiction,Live Action,Drama
705,Coriolanus,2010,10000000,749641,1429982,Historical Fiction,Live Action,Drama
706,It's a Wonderful Afterlife,2010,10000000,0,1642939,Contemporary Fiction,Live Action,Comedy
707,Io sono l’amore,2010,10000000,5005465,10116063,Historical Fiction,Live Action,Drama
708,The Reef,2010,10000000,0,15037867,Dramatization,Live Action,Thriller/Suspense
709,Skyline,2010,10000000,21416355,46848618,Science Fiction,Live Action,Thriller/Suspense
710,Housefull,2010,10100000,1183658,17542642,Contemporary Fiction,Live Action,Romantic Comedy
711,Brighton Rock,2010,11000000,229653,0,Historical Fiction,Live Action,Drama
712,The Fighter,2010,11000000,93617009,35645379,Dramatization,Live Action,Drama
713,Darling Companion,2010,12000000,793352,406994,Contemporary Fiction,Live Action,Comedy
714,Kill the Irishman,2010,12000000,1188194,0,Historical Fiction,Live Action,Drama
715,Conviction,2010,12500000,6797696,5029284,Dramatization,Live Action,Drama
716,Casino Jack,2010,12500000,2039869,232317,Historical Fiction,Live Action,Thriller/Suspense
717,Machete,2010,12500000,26593646,19777324,Contemporary Fiction,Live Action,Action
718,A Little Bit of Heaven,2010,12500000,10011,1090276,Contemporary Fiction,Live Action,Romantic Comedy
719,Chloe,2010,13000000,3075255,8755876,Contemporary Fiction,Live Action,Thriller/Suspense
720,The Perks of Being a Wallflower,2010,13000000,17742948,15326355,Contemporary Fiction,Live Action,Drama
721,The Killer Inside Me,2010,13000000,217277,3400000,,Live Action,Drama
722,Justin Bieber: Never Say Never,2010,13000000,73013910,26020215,Factual,Live Action,Concert/Performance
723,Black Swan,2010,13000000,106954678,224312032,Contemporary Fiction,Live Action,Thriller/Suspense
724,"I Love You, Phillip Morris",2010,13000000,2037459,20976568,Contemporary Fiction,Live Action,Comedy
725,The Last Godfather,2010,13400000,164247,0,Historical Fiction,Live Action,Comedy
726,Flipped,2010,14000000,1755212,2534781,Historical Fiction,Live Action,Romantic Comedy
727,Our Family Wedding,2010,14000000,20255281,1155265,Contemporary Fiction,Live Action,Comedy
728,Elle s'appelait Sarah,2010,14500000,7691700,17788331,Contemporary Fiction,Live Action,Drama
729,You Will Meet a Tall Dark Stranger,2010,15000000,3247816,31000000,Contemporary Fiction,Live Action,Drama
730,Country Strong,2010,15000000,20218921,383066,Contemporary Fiction,Live Action,Drama
731,Winnie Mandela,2010,15000000,61847,0,Dramatization,Live Action,Drama
732,Never Let Me Go,2010,15000000,2434652,8739066,Science Fiction,Live Action,Drama
733,The King’s Speech,2010,15000000,138797449,292023719,Dramatization,Live Action,Drama
734,Diary of a Wimpy Kid,2010,15000000,64003625,12950686,Contemporary Fiction,Live Action,Adventure
735,Ramona and Beezus,2010,15000000,26167002,1302619,Kids Fiction,Live Action,Adventure
736,Centurion,2010,15000000,123570,7761478,Historical Fiction,Live Action,Action
737,The Roommate,2010,16000000,37300107,15245600,Contemporary Fiction,Live Action,Thriller/Suspense
738,Enter the Void,2010,16000000,337997,1129281,Fantasy,Live Action,Drama
739,Remember Me,2010,16000000,19068240,37437880,Contemporary Fiction,Live Action,Drama
740,L'illusionniste,2010,17000000,2231474,6378475,Historical Fiction,Hand Animation,Adventure
741,Lottery Ticket,2010,17000000,24719879,0,Contemporary Fiction,Live Action,Comedy
742,Saw 3D,2010,17000000,45710178,88025106,Contemporary Fiction,Live Action,Horror
743,Youth in Revolt,2010,18000000,15285588,4400000,Contemporary Fiction,Live Action,Comedy
744,Carlos,2010,18000000,145526,1473627,Dramatization,Live Action,Drama
745,The Last Station,2010,18000000,6617867,9078279,Dramatization,Live Action,Drama
746,Soul Surfer,2010,18000000,43853424,3305228,Dramatization,Live Action,Drama
747,Diary of a Wimpy Kid: Rodrick Rules,2010,18000000,52698535,20996659,Contemporary Fiction,Live Action,Adventure
748,127 Hours,2010,18000000,18335230,41881941,Dramatization,Live Action,Drama
749,The Crazies,2010,19000000,39123589,17321945,Contemporary Fiction,Live Action,Horror
750,The Switch,2010,19000000,27758465,22100000,Contemporary Fiction,Live Action,Romantic Comedy
751,Take Me Home Tonight,2010,19000000,6928068,648536,Historical Fiction,Live Action,Comedy
752,Let Me In,2010,20000000,12134935,16135464,Fantasy,Live Action,Thriller/Suspense
753,Jackass 3D,2010,20000000,117229692,54456101,Factual,Live Action,Comedy
754,Monte Carlo,2010,20000000,23186769,16500000,Contemporary Fiction,Live Action,Romantic Comedy
755,Vampires Suck,2010,20000000,36661504,44763484,Contemporary Fiction,Live Action,Comedy
756,The Descendants,2010,20000000,82624961,92882839,Contemporary Fiction,Live Action,Drama
757,Daybreakers,2010,20000000,30101577,21343926,Science Fiction,Live Action,Horror
758,The Tempest,2010,20000000,277943,0,Historical Fiction,Live Action,Drama
759,Dylan Dog: Dead of Night,2010,20000000,1186538,4907187,Fantasy,Live Action,Horror
760,The American,2010,20000000,35606376,32344347,Contemporary Fiction,Live Action,Thriller/Suspense
761,Middle Men,2010,20000000,754301,0,Historical Fiction,Live Action,Comedy
762,The Debt,2010,20000000,31177548,15426506,Historical Fiction,Live Action,Thriller/Suspense
763,Alpha and Omega 3D,2010,20000000,25107267,23851086,Kids Fiction,Digital Animation,Adventure
764,The Oogieloves in the BIG Balloon Adventure,2010,20000000,1065907,0,Kids Fiction,Live Action,Adventure
765,You Again,2010,20000000,25702053,7136892,Contemporary Fiction,Live Action,Comedy
766,All Good Things,2010,20000000,582024,291593,Contemporary Fiction,Live Action,Drama
767,She's Out of My League,2010,20000000,32010860,16670117,Contemporary Fiction,Live Action,Romantic Comedy
768,A Very Harold & Kumar 3D Christmas,2010,20000000,35061031,1204714,Fantasy,Live Action,Comedy
769,What's Your Number?,2010,20000000,14011084,16152701,Contemporary Fiction,Live Action,Romantic Comedy
770,For Colored Girls,2010,21000000,37729698,288175,Contemporary Fiction,Live Action,Drama
771,The Beaver,2010,21000000,970816,4075222,Contemporary Fiction,Live Action,Comedy
772,Death at a Funeral,2010,21000000,42739347,6237886,Contemporary Fiction,Live Action,Comedy
773,Stone,2010,22000000,1810078,2254942,Contemporary Fiction,Live Action,Drama
774,Kari gurashi no Arietti,2010,23000000,19192510,132303587,Kids Fiction,Hand Animation,Adventure
775,Footloose,2010,24000000,51802742,11187092,Contemporary Fiction,Live Action,Musical
776,Piranha 3D,2010,24000000,25003155,58657005,Science Fiction,Live Action,Horror
777,Dear John,2010,25000000,80014842,62018667,Contemporary Fiction,Live Action,Drama
778,Straw Dogs,2010,25000000,10324441,929380,Contemporary Fiction,Live Action,Thriller/Suspense
779,On the Road,2010,25000000,720828,8592474,Historical Fiction,Live Action,Drama
780,Don't Be Afraid of the Dark,2010,25000000,24046682,15079745,Contemporary Fiction,Live Action,Horror
781,Sammy's avonturen: De geheime doorgang,2010,25000000,0,71594792,Kids Fiction,Digital Animation,Adventure
782,The Losers,2010,25000000,23591432,6272408,Contemporary Fiction,Live Action,Action
783,The Conspirator,2010,25000000,11538204,4369207,Dramatization,Live Action,Drama
784,The Help,2010,25000000,169705587,43414417,Historical Fiction,Live Action,Drama
785,The Eagle,2010,25000000,19490041,19503507,Historical Fiction,Live Action,Action
786,My Soul to Take,2010,25000000,14744435,1983035,Contemporary Fiction,Live Action,Horror
787,No Strings Attached,2010,25000000,70662220,78565858,Contemporary Fiction,Live Action,Romantic Comedy
788,Warrior,2010,25000000,13657115,10558270,Contemporary Fiction,Live Action,Drama
789,August: Osage County,2010,25000000,37738810,13000000,Contemporary Fiction,Live Action,Black Comedy
790,Belka i Strelka. Zvezdnye sobaki,2010,25000000,0,9445081,Kids Fiction,Digital Animation,Adventure
791,Legion,2010,26000000,40168080,27479494,Fantasy,Live Action,Thriller/Suspense
792,Case 39,2010,27000000,13261851,15511976,Fantasy,Live Action,Horror
793,Limitless,2010,27000000,79249455,76315464,Science Fiction,Live Action,Thriller/Suspense
794,Kick-Ass,2010,28000000,48071303,49459831,Contemporary Fiction,Live Action,Black Comedy
795,Larry Crowne,2010,30000000,35608245,25840890,Contemporary Fiction,Live Action,Romantic Comedy
796,Machine Gun Preacher,2010,30000000,538690,3183298,Dramatization,Live Action,Drama
797,Love and Other Drugs,2010,30000000,32367005,70349316,Contemporary Fiction,Live Action,Drama
798,The Next Three Days,2010,30000000,21148651,46107265,Contemporary Fiction,Live Action,Thriller/Suspense
799,Hoodwinked Too: Hood vs. Evil,2010,30000000,10143779,13209332,Kids Fiction,Digital Animation,Adventure
800,Hanna,2010,30000000,40259119,25084575,Contemporary Fiction,Live Action,Drama
801,Konferenz der Tiere,2010,30000000,0,53048539,Kids Fiction,Digital Animation,Adventure
802,Midnight in Paris,2010,30000000,56816662,105686112,Fantasy,Live Action,Romantic Comedy
803,Fright Night,2010,30000000,18298649,22222000,Contemporary Fiction,Live Action,Horror
804,Step Up 3D,2010,30000000,42400223,123488894,Contemporary Fiction,Live Action,Drama
805,Winnie the Pooh,2010,30000000,26692846,23452761,Kids Fiction,Hand Animation,Adventure
806,Letters to Juliet,2010,30000000,53032453,29116085,Contemporary Fiction,Live Action,Drama
807,Sanctum,2010,30000000,23209310,81074443,Dramatization,Live Action,Adventure
808,The Cabin in the Woods,2010,30000000,42073277,28616691,Fantasy,Live Action,Thriller/Suspense
809,Going the Distance,2010,32000000,17804299,25799691,Contemporary Fiction,Live Action,Romantic Comedy
810,Repo Men,2010,32000000,13942007,4253231,Science Fiction,Live Action,Action
811,"Big Mommas: Like Father, Like Son",2010,32000000,37915414,44417036,Contemporary Fiction,Live Action,Comedy
812,Source Code,2010,32000000,54712227,85716272,Science Fiction,Live Action,Thriller/Suspense
813,Wanderlust,2010,32500000,17288155,6871779,Contemporary Fiction,Live Action,Comedy
814,The Darkest Hour,2010,34800000,21443494,41388221,Science Fiction,Live Action,Action
815,A Nightmare on Elm Street,2010,35000000,63075011,54654610,Fantasy,Live Action,Horror
816,Secretariat,2010,35000000,59699513,676734,Dramatization,Live Action,Drama
817,Something Borrowed,2010,35000000,39046489,26037627,Contemporary Fiction,Live Action,Romantic Comedy
818,Furry Vengeance,2010,35000000,17630465,21709712,Kids Fiction,Live Action,Adventure
819,The Tree of Life,2010,35000000,13305665,48416161,Historical Fiction,Live Action,Drama
820,Abduction,2010,35000000,28087155,58561204,Contemporary Fiction,Live Action,Thriller/Suspense
